run_id,ticker,start_date,train_end,val_end,seq_length,horizon,model,mae_raw,rmse_raw,mape_raw
20260314_231109,AAPL,2015-01-01,2020-12-31,2022-12-31,60,1,Naive Baseline,1.9045349,2.6003416,0.9735453873872757
20260314_231109,AAPL,2015-01-01,2020-12-31,2022-12-31,60,1,Moving Average,3.1542625,4.0174093,1.6129475086927414
20260314_231109,AAPL,2015-01-01,2020-12-31,2022-12-31,60,1,Linear Regression,5.149135,6.856445,2.5839872658252716
20260314_231109,AAPL,2015-01-01,2020-12-31,2022-12-31,60,1,LSTM,2.2235167,3.0668228,1.1324507184326649
20260314_231109,AAPL,2015-01-01,2020-12-31,2022-12-31,60,1,Transformer,2.6652644,3.6720984,1.3424611650407314
